log.prior	log.likelihood	log.likelihood.test.set
-1.436122804248425609e+03 -1.208935444966368095e+03 -9.187336117820126447e+01
-1.447064705483543776e+03 -1.204387091407800199e+03 -9.228129542401956087e+01
-1.444932292721651720e+03 -1.206309987865389758e+03 -9.275113326996952878e+01
-1.428564716241037559e+03 -1.206676570242637808e+03 -9.252129965701425363e+01
-1.433093648109802416e+03 -1.209461669316724510e+03 -9.351308835462626234e+01
-1.426607005731590334e+03 -1.212498559667321842e+03 -9.398315968793929187e+01
-1.431963002899014555e+03 -1.210686881074074790e+03 -9.318946353216418288e+01
-1.436940631335739909e+03 -1.207322454525537978e+03 -9.452749339153035635e+01
-1.423935596279043693e+03 -1.213890892122682089e+03 -9.386909410926236319e+01
-1.426811317707953322e+03 -1.204628937680265608e+03 -9.265624168880370348e+01
-1.437391815569426399e+03 -1.209433183473710869e+03 -9.168706781062516598e+01
-1.410177772616808852e+03 -1.206730183017573154e+03 -9.167959045339216573e+01
-1.396599255546743962e+03 -1.207324727394527827e+03 -9.224154813676258868e+01
-1.394177223572863113e+03 -1.213106691278456992e+03 -9.293314871696856017e+01
-1.405424551407485296e+03 -1.206387060016734040e+03 -9.264448083776923681e+01
-1.412905006903842832e+03 -1.207929805032496006e+03 -9.202258880951342235e+01
-1.397551905709721723e+03 -1.208230703349009218e+03 -9.179416750673809133e+01
-1.393969587628945874e+03 -1.211174354029003098e+03 -9.111787864011901661e+01
-1.389388396823100948e+03 -1.211285779019177880e+03 -9.156245430152338827e+01
-1.401237019976777674e+03 -1.210435943635561898e+03 -9.242312121821882442e+01
-1.407488384940075775e+03 -1.205409614569855194e+03 -9.222008151660088515e+01
-1.420181103412299308e+03 -1.202347439406362582e+03 -9.221667579109032431e+01
-1.418729282130849697e+03 -1.204352396562052945e+03 -9.178866440936462823e+01
-1.423211387628689181e+03 -1.207360894856529285e+03 -9.209266190687242215e+01
-1.427461518123614269e+03 -1.211933948306847697e+03 -9.201621888631569846e+01
-1.427350434075752673e+03 -1.213349848720802584e+03 -9.226125677419901194e+01
-1.440988983361173950e+03 -1.209311948194305160e+03 -9.169692325807463362e+01
-1.428502225306582432e+03 -1.212525886522543715e+03 -9.133355304419777099e+01
-1.414132750372124519e+03 -1.208070106395116909e+03 -9.155323341349961197e+01
-1.411278888340278172e+03 -1.214140018884684878e+03 -9.205268601439445320e+01
-1.415114453283785679e+03 -1.212611528075391561e+03 -9.200675311657442990e+01
-1.415070619744293026e+03 -1.206248199622762741e+03 -9.211896597309618073e+01
-1.399470368222101115e+03 -1.216671973612776355e+03 -9.508152923494270681e+01
-1.397614175180008715e+03 -1.211477236016445204e+03 -9.471831613552174645e+01
-1.381253654625509398e+03 -1.208540685409004936e+03 -9.226883629862314251e+01
-1.367116948199510261e+03 -1.203791850816673787e+03 -9.244460602541445837e+01
-1.381418878696046249e+03 -1.212472817486136137e+03 -9.335366971109905876e+01
-1.382319633140549740e+03 -1.211555460420016516e+03 -9.243000969633862951e+01
-1.394458400883615013e+03 -1.215410511540578682e+03 -9.237887835763010003e+01
-1.389895897009593455e+03 -1.208912374725782229e+03 -9.231056909219162776e+01
-1.393901953601439800e+03 -1.212841838952160515e+03 -9.192934241364537229e+01
-1.411012467114058381e+03 -1.214042285050261171e+03 -9.216243285187610468e+01
-1.408362839300512860e+03 -1.213968568210407966e+03 -9.471842394598948545e+01
-1.406656654917189371e+03 -1.214826290190244436e+03 -9.473140115902728553e+01
-1.407159317982895118e+03 -1.217865535024166093e+03 -9.284683020450646040e+01
-1.415979649382189564e+03 -1.223771643758331493e+03 -9.333425921039710715e+01
-1.414404394474822766e+03 -1.215181600658227126e+03 -9.305714544543107536e+01
-1.409867210254405109e+03 -1.218678187045945151e+03 -9.266081818348237675e+01
-1.418735982766548659e+03 -1.212295073772432033e+03 -9.394956619114918794e+01
-1.420527183315740558e+03 -1.208229167734458088e+03 -9.296830288715682400e+01
-1.423713352086214400e+03 -1.209993759494809410e+03 -9.194829740659557160e+01
-1.422609687714481652e+03 -1.210577027307523849e+03 -9.249390244587056031e+01
-1.398396684458441996e+03 -1.214920334974710840e+03 -9.359487869529041859e+01
-1.407585719421385875e+03 -1.210773485404222129e+03 -9.195313616109075383e+01
-1.402845490705617749e+03 -1.208320241387290025e+03 -9.234149626588290971e+01
-1.392835926757568359e+03 -1.206106217464102883e+03 -9.242557346886960090e+01
-1.412116548799043358e+03 -1.207552630621097251e+03 -9.210516902404782513e+01
-1.400909113029601940e+03 -1.201140240293041643e+03 -9.169095179031526754e+01
-1.397776186151270167e+03 -1.206264927522415519e+03 -9.151661217924379343e+01
-1.395236832820132804e+03 -1.206479228965166612e+03 -9.120749741352963724e+01
-1.378987109782684911e+03 -1.209118973182726677e+03 -9.116470053148890429e+01
-1.401992256603782835e+03 -1.205809531804201015e+03 -9.087266375359047288e+01
-1.391397285078455525e+03 -1.208230941561378586e+03 -9.066974772509919944e+01
-1.401680687553472126e+03 -1.208763760512620365e+03 -9.054775194267907068e+01
-1.375423012429391520e+03 -1.208656110972986653e+03 -9.037329094139883523e+01
-1.378839160118127893e+03 -1.206618361048692350e+03 -9.036051726666798345e+01
-1.375884128314170994e+03 -1.204594335415230717e+03 -8.955768445804309863e+01
-1.359994970155057217e+03 -1.209050823258196715e+03 -9.048132352135911560e+01
-1.362513020706633597e+03 -1.205819476678278534e+03 -9.104368971691530987e+01
-1.363146795762084821e+03 -1.208498245694444904e+03 -9.100415186100312326e+01
-1.377610477355987996e+03 -1.203481076989964322e+03 -9.109127671843390317e+01
-1.367222076384113734e+03 -1.208645071932197880e+03 -9.201870138309203639e+01
-1.347065072002967781e+03 -1.210463197485691126e+03 -9.250869299032436288e+01
-1.354212409039559589e+03 -1.213679203919476322e+03 -9.340758751042477570e+01
-1.361424068588559521e+03 -1.205805363429534964e+03 -9.260472078729813461e+01
-1.353374504046778156e+03 -1.202463888271597853e+03 -9.135938939652888280e+01
-1.335793166012890651e+03 -1.212746142979292244e+03 -9.222010561554756691e+01
-1.347496876898875144e+03 -1.206358462862948954e+03 -9.188566405790851377e+01
-1.355637945739674933e+03 -1.204087502570087736e+03 -9.167098523682648192e+01
-1.358393872455821565e+03 -1.209502099684686755e+03 -9.157129022736981483e+01
-1.367093011877315121e+03 -1.209457130352058812e+03 -9.131309045134850066e+01
-1.369193992973239574e+03 -1.210687597136646446e+03 -9.122186244587905435e+01
-1.365835456828749784e+03 -1.211486469928796396e+03 -9.178523556957793517e+01
-1.373539219138005819e+03 -1.209106854321239553e+03 -9.211981004999117317e+01
-1.364633803581207758e+03 -1.216287064509727770e+03 -9.213879059257843096e+01
-1.358527711511038433e+03 -1.218922251927470825e+03 -9.216189120379959832e+01
-1.378603192690650758e+03 -1.207867470270641661e+03 -9.151630184198981510e+01
-1.372450944637023895e+03 -1.210024361906473359e+03 -9.264112860285464990e+01
-1.368844565534890535e+03 -1.206532156104278101e+03 -9.169259920781945539e+01
-1.357676032407036473e+03 -1.208657357983586735e+03 -9.083493234195162813e+01
-1.364062963302663547e+03 -1.208414998432481980e+03 -9.070624002820539999e+01
-1.373540479276816995e+03 -1.205977646760638208e+03 -9.106003916854999147e+01
-1.354254117592390230e+03 -1.206850588240059096e+03 -9.185336591672955819e+01
-1.357047581899902525e+03 -1.209412394684264882e+03 -9.197162162421645348e+01
-1.353359266648503535e+03 -1.212761824647604953e+03 -9.308275720657357510e+01
-1.350268665885456585e+03 -1.213000206390887115e+03 -9.358661379665915092e+01
-1.347619275538187594e+03 -1.213169778621873775e+03 -9.345466816425832235e+01
-1.358977711541254621e+03 -1.213519465624378427e+03 -9.351409975796983076e+01
-1.361022019377244987e+03 -1.214554578390609549e+03 -9.200431632857407749e+01
-1.346125923502344449e+03 -1.210108281151960682e+03 -9.114624522857229749e+01
-1.338720367621169316e+03 -1.214345686736311336e+03 -9.051597840767468028e+01
-1.314306476917684677e+03 -1.222000598868796715e+03 -9.180021336271764199e+01
-1.314876085881848439e+03 -1.219431346831962401e+03 -9.094921425580719188e+01
-1.328467263029861670e+03 -1.212199659789479938e+03 -9.059219563009980902e+01
-1.331255044796951324e+03 -1.210960312393417780e+03 -9.014992856853595526e+01
-1.342349758173774262e+03 -1.216844556129737384e+03 -9.090027646595677879e+01
-1.351530236479608675e+03 -1.215317043728944782e+03 -9.069829634210120162e+01
-1.330968066849548904e+03 -1.215900361352149503e+03 -8.971836642790219685e+01
-1.341022171611452904e+03 -1.214789443696176477e+03 -9.048122418038471437e+01
-1.327544839320485607e+03 -1.218346862797751783e+03 -9.011643278856553252e+01
-1.334392062412396626e+03 -1.209742684740491086e+03 -8.958484352591372613e+01
-1.324588460515222778e+03 -1.216163235256412918e+03 -9.039985117031798723e+01
-1.317421950367216596e+03 -1.217464109876255861e+03 -9.070480055554767773e+01
-1.322668997580681435e+03 -1.212642547448147525e+03 -8.984913607080605402e+01
-1.315908718127596558e+03 -1.216719766638102101e+03 -9.122785020098518771e+01
-1.327263477141064186e+03 -1.217127488962865527e+03 -9.167521637432659531e+01
-1.340532537948416575e+03 -1.211585122417555795e+03 -9.081262368265032592e+01
-1.335229380102520508e+03 -1.209031224870063397e+03 -9.127215822177066684e+01
-1.329083504159842960e+03 -1.205508970918112254e+03 -9.149681598770339974e+01
-1.329178521004042977e+03 -1.209678102671514580e+03 -9.306836024772564997e+01
-1.314181397136868327e+03 -1.213377038613689592e+03 -9.334535729755521061e+01
-1.319275118801644112e+03 -1.206862058450874883e+03 -9.300819190733776054e+01
-1.312430134324956953e+03 -1.207574060398627353e+03 -9.412870031925467629e+01
-1.310641130966622086e+03 -1.203659244285802288e+03 -9.289198976881874614e+01
-1.316080132705846154e+03 -1.203884959273823370e+03 -9.266496485937801708e+01
-1.334719001685377407e+03 -1.201242859745256965e+03 -9.270289077801606936e+01
-1.322281904311437074e+03 -1.204643535964778948e+03 -9.349457695067101781e+01
-1.328866647450351365e+03 -1.200215173182031549e+03 -9.236441549040819154e+01
-1.344790155235938528e+03 -1.201319588904211287e+03 -9.066345231343328237e+01
-1.331984452803844306e+03 -1.205621935451924628e+03 -9.062145377007547609e+01
-1.326826561447717040e+03 -1.205831402512063733e+03 -9.013033499523848491e+01
-1.331778397921877740e+03 -1.211960320980597544e+03 -9.104465408983932662e+01
-1.320802084879990389e+03 -1.211583096537950496e+03 -9.254664381756577995e+01
-1.308572779212640171e+03 -1.214547753433188518e+03 -9.278260196714069252e+01
-1.315569870450592134e+03 -1.208470502555671601e+03 -9.167340813468427996e+01
-1.316769521047712715e+03 -1.213543096216877075e+03 -9.197171168066884661e+01
-1.320434285033009246e+03 -1.211357189724663385e+03 -9.246209615608481158e+01
-1.332179128747247432e+03 -1.213159873094989962e+03 -9.216507143963525550e+01
-1.323450808343786321e+03 -1.214391089563931018e+03 -9.028767298306107136e+01
-1.318117667938418890e+03 -1.216380276861277252e+03 -9.003863783449378388e+01
-1.337834773319862279e+03 -1.206339686617753841e+03 -8.940293208486312437e+01
-1.324279038207740314e+03 -1.214672054273762797e+03 -9.033016125631456816e+01
-1.335264442824917978e+03 -1.209418943043808440e+03 -9.124759570258575536e+01
-1.313108236122350490e+03 -1.217503228914877354e+03 -9.214803804893921324e+01
-1.314298420572652276e+03 -1.210725101018712166e+03 -9.145700366997968445e+01
-1.312199460091091396e+03 -1.209149414292079200e+03 -9.000846936024873912e+01
-1.305435721159682089e+03 -1.212070438773258729e+03 -9.149741200430031540e+01
-1.302135223587787550e+03 -1.210806833190611087e+03 -9.114092282090572894e+01
-1.314246294852873689e+03 -1.212627923394837126e+03 -9.107495662351746546e+01
-1.312192083445977460e+03 -1.218172326659047030e+03 -9.167247194909910490e+01
-1.300274046095832773e+03 -1.221305076332371527e+03 -9.114617474169648403e+01
-1.307783440517128383e+03 -1.215688619468148090e+03 -9.140973918593491021e+01
-1.321547754530379507e+03 -1.205474875618494025e+03 -8.961863541655034737e+01
-1.331472923731400670e+03 -1.202913750866659029e+03 -9.031485974383093662e+01
-1.332875769322035239e+03 -1.206409297563310020e+03 -8.992485984383188224e+01
-1.328834446416383344e+03 -1.206780865114539665e+03 -8.933683334669049714e+01
-1.324299979451773197e+03 -1.205908161970355650e+03 -9.022315375040975027e+01
-1.310641121461981584e+03 -1.212727348873688015e+03 -9.040401383662478452e+01
-1.316551738259285003e+03 -1.206957721360275173e+03 -9.062096315531823620e+01
-1.320774834351210984e+03 -1.207770829622910242e+03 -8.971318996043584093e+01
-1.334446746236223362e+03 -1.202488806558595343e+03 -9.070698725873540980e+01
-1.351077564676605334e+03 -1.202739779363031630e+03 -9.178953302150969762e+01
-1.342644977583114041e+03 -1.205037477832421700e+03 -9.198325122301810097e+01
-1.349872603461028120e+03 -1.206255551837781240e+03 -9.097005251098593703e+01
-1.341600311195333461e+03 -1.210572929491409013e+03 -9.225068256807779221e+01
-1.331293511969868405e+03 -1.214618307650008319e+03 -9.137755692799390772e+01
-1.321191286088783727e+03 -1.218237316370303688e+03 -9.214565375189187080e+01
-1.324482958730774271e+03 -1.205924598723813915e+03 -9.126815554464147340e+01
-1.320621256940261674e+03 -1.206540578162122983e+03 -9.191848506550783782e+01
-1.326659163874891419e+03 -1.207462320361270486e+03 -9.226410913653850798e+01
-1.337454215945796477e+03 -1.203459413221570003e+03 -9.308764710466877546e+01
-1.338463222680835543e+03 -1.202388212975010219e+03 -9.350064663950897170e+01
-1.328796870088946889e+03 -1.206383967144625785e+03 -9.372108689207163934e+01
-1.336193885625445319e+03 -1.204767298748216717e+03 -9.265208190277112976e+01
-1.353765599568485868e+03 -1.204255260255708663e+03 -9.226366234877360739e+01
-1.360311264835139127e+03 -1.204480660245510762e+03 -9.150093586175921700e+01
-1.379008376521937180e+03 -1.203472667441212934e+03 -9.086270647718367854e+01
-1.365505174778142646e+03 -1.208327135572140378e+03 -9.028708249870632585e+01
-1.355820630244763606e+03 -1.212522453824316472e+03 -8.986279032082956064e+01
-1.341258328203296969e+03 -1.203058537390652418e+03 -9.049101930792389226e+01
-1.334854688989153829e+03 -1.203676850147812729e+03 -9.041777465140015124e+01
-1.322891870051091701e+03 -1.205167579300898979e+03 -9.118541689683280538e+01
-1.318317161161982540e+03 -1.210065821279741158e+03 -9.263252585619326851e+01
-1.332202200207801297e+03 -1.209962770622835251e+03 -9.320588901070169641e+01
-1.330642199945682478e+03 -1.210774932076032655e+03 -9.521446671328041589e+01
-1.315485986613359273e+03 -1.213353836053328678e+03 -9.172474622259306898e+01
-1.329234659448454522e+03 -1.208808666191995371e+03 -9.081640527074230818e+01
-1.332870896561530799e+03 -1.206997941854079954e+03 -9.177653672624248316e+01
-1.333432773785388008e+03 -1.205232409035810633e+03 -9.307167530563813784e+01
-1.333184539503195765e+03 -1.200188667299934423e+03 -9.337646089278388217e+01
-1.329166780702088090e+03 -1.200519614903916590e+03 -9.238766978487157644e+01
-1.321916197018510957e+03 -1.199513887766074959e+03 -9.428565016424877854e+01
-1.326020874340785895e+03 -1.203976919245319550e+03 -9.187218145885807985e+01
-1.320380218200203217e+03 -1.200623022933967604e+03 -9.226516486193926880e+01
-1.322739135105014611e+03 -1.202824032381586676e+03 -9.251714367350197676e+01
-1.312326659183204811e+03 -1.205196184769124557e+03 -9.263100657997580356e+01
-1.318115130662984029e+03 -1.207762074167189212e+03 -9.210589272666408078e+01
-1.320003192754727024e+03 -1.210397502260523879e+03 -9.289679645758215543e+01
-1.327180645705851248e+03 -1.211063272371396806e+03 -9.210480152886654537e+01
-1.346293912305961612e+03 -1.212236186230185240e+03 -9.364439424131919054e+01
-1.360679996292256192e+03 -1.208170198359188134e+03 -9.302462690193638650e+01
-1.349127046145416443e+03 -1.206786956974460736e+03 -9.451745876809533797e+01
-1.354365055979669705e+03 -1.207917190659198923e+03 -9.332254204582051216e+01
-1.350094419870547199e+03 -1.203120961105641754e+03 -9.309906222209440330e+01
-1.347332047583041231e+03 -1.203429056003775941e+03 -9.274193227936370931e+01
-1.347940808922642418e+03 -1.200355613039819218e+03 -9.248690414830250006e+01
-1.359252048334771416e+03 -1.204805340072166928e+03 -9.145886507182424907e+01
-1.383492991352071613e+03 -1.210010347685016541e+03 -9.050126942456125789e+01
-1.367766813512555018e+03 -1.206859086892746745e+03 -9.071197888505582796e+01
-1.370742533718406548e+03 -1.200637014392657420e+03 -9.103398604050337894e+01
-1.380985457217340354e+03 -1.201097049872795196e+03 -9.166972662173580488e+01
-1.366817929364719475e+03 -1.202207749726475868e+03 -9.307010778383227034e+01
-1.358981731549828282e+03 -1.203553592119956647e+03 -9.176949804234584462e+01
-1.349061149551939479e+03 -1.208005537315103993e+03 -9.293090135040952759e+01
-1.346826051503641565e+03 -1.209317134341667952e+03 -9.343441034681094948e+01
-1.356857500568028172e+03 -1.206595113261348388e+03 -9.281809356581263160e+01
-1.364669437445072390e+03 -1.203709553454072193e+03 -9.119209997159981640e+01
-1.369943832126076586e+03 -1.203429552402790705e+03 -9.126868043063072378e+01
-1.360315794935057284e+03 -1.204286180074778486e+03 -9.194954690769961303e+01
-1.359985284990718810e+03 -1.203153036965870797e+03 -9.201185191184055157e+01
-1.362536334479728794e+03 -1.200678511725079034e+03 -9.275246331818891576e+01
-1.379582149888692129e+03 -1.205117904857775102e+03 -9.227003076559964256e+01
-1.375537084471756771e+03 -1.205204128964878009e+03 -9.183720260616490805e+01
-1.395292831219735945e+03 -1.198006429068958141e+03 -9.103804811246382656e+01
-1.395740652519574269e+03 -1.196059250943328607e+03 -9.095129232592333324e+01
-1.394040892531249028e+03 -1.199341579614688499e+03 -9.147748716055224349e+01
-1.386141101293747397e+03 -1.202047066175435930e+03 -9.107789561213650131e+01
-1.376890469027362769e+03 -1.202402570889876415e+03 -9.183251731883268576e+01
-1.397338699886371387e+03 -1.201747309536854345e+03 -9.062700567060647927e+01
-1.398399087539677339e+03 -1.204578961169319200e+03 -9.192942533113091486e+01
-1.407690920658064442e+03 -1.201997397200253090e+03 -9.310391370830268443e+01
-1.387244749736856193e+03 -1.206938266105349612e+03 -9.350367686294032410e+01
-1.374089268745875415e+03 -1.205710305366671491e+03 -9.402727484850427686e+01
-1.378229406441606443e+03 -1.208362986118260551e+03 -9.462668939303310367e+01
-1.377589105570702941e+03 -1.206694833006114095e+03 -9.468049613009986842e+01
-1.400334489357124767e+03 -1.203524813495264425e+03 -9.251269911525278644e+01
-1.380878469042199640e+03 -1.210145656493889419e+03 -9.162508829522641918e+01
-1.377313924409238552e+03 -1.211133726649038636e+03 -9.162517004539256504e+01
-1.379801581843336635e+03 -1.211959947994630284e+03 -9.185762129782872876e+01
-1.372954681985507250e+03 -1.208760626400618548e+03 -9.115007693326219851e+01
-1.386271567372108166e+03 -1.206443865708486101e+03 -9.134233509765761028e+01
-1.387568479020172163e+03 -1.209639233065764529e+03 -9.317240905174085697e+01
-1.377388372202110986e+03 -1.216464779503946602e+03 -9.331165570021894951e+01
-1.376351641701401832e+03 -1.212098365153415216e+03 -9.123455066102957289e+01
-1.370672081063264613e+03 -1.206394550789493678e+03 -9.026446217308645714e+01
-1.376424751670977230e+03 -1.204278433060484531e+03 -8.989097448118806710e+01
-1.380015500494017260e+03 -1.206737821125760320e+03 -9.045943637699269857e+01
-1.386008000373206642e+03 -1.206149777979907867e+03 -9.059307482292942382e+01
-1.377863029339849390e+03 -1.211583791377486932e+03 -9.075182414370260631e+01
-1.386245510055435943e+03 -1.207978465408789134e+03 -9.151158345999215271e+01
-1.390507472525301409e+03 -1.206669196741099086e+03 -9.113885073564273398e+01
-1.379702951671430583e+03 -1.203076181856747326e+03 -9.329729806789080726e+01
-1.365325042495014031e+03 -1.212908204682438281e+03 -9.300832671490775283e+01
-1.356280299930377396e+03 -1.212403930951854818e+03 -9.216837434577470844e+01
-1.348670682853128255e+03 -1.207094915823355450e+03 -9.121870318768773700e+01
-1.346145512549235036e+03 -1.207019265656263769e+03 -9.090016552882187284e+01
-1.344759813785990445e+03 -1.207354832029984664e+03 -9.200518366365494671e+01
-1.346154741254671308e+03 -1.210525955275768638e+03 -9.148271870760868296e+01
-1.346354928179501712e+03 -1.208272806989803257e+03 -9.122936972827815794e+01
-1.356461947985081679e+03 -1.205141990212850260e+03 -9.102203160987369301e+01
-1.361860683877089969e+03 -1.202618691299125885e+03 -9.007278571754326890e+01
-1.356346499411668219e+03 -1.203219793978382768e+03 -8.976658118434679068e+01
-1.363408605036577228e+03 -1.202309093530383052e+03 -9.064508542028289639e+01
-1.365108119460680882e+03 -1.209836170359206790e+03 -9.081783342868851605e+01
-1.368399358837141335e+03 -1.199169643608441220e+03 -9.067603020398718172e+01
-1.357177950721136540e+03 -1.206626665714338969e+03 -9.186536891510536407e+01
-1.349079047480278405e+03 -1.211146710490050509e+03 -9.176995941486450192e+01
-1.355541478265927253e+03 -1.215917148481059030e+03 -9.319855348673451090e+01
-1.361612597653532703e+03 -1.216346164678384866e+03 -9.169729377904243961e+01
-1.376783273847267537e+03 -1.205163366497261904e+03 -9.046280479913633599e+01
-1.373439907298012258e+03 -1.207057725180551415e+03 -9.033793502063252845e+01
-1.369508072649999349e+03 -1.208950461753044237e+03 -9.027487627615616361e+01
-1.372529293878596263e+03 -1.212268349699332930e+03 -9.084911416805621798e+01
-1.360282615591406284e+03 -1.212383725485354717e+03 -9.087855571834106172e+01
-1.346983664245676209e+03 -1.212837211794397945e+03 -9.047387501367168738e+01
-1.349195423032827421e+03 -1.208942647089027560e+03 -9.033943832858415135e+01
-1.345568180135722741e+03 -1.207145729527183676e+03 -9.060193107143831526e+01
-1.367096567477685767e+03 -1.207261252630584295e+03 -9.018109220045172947e+01
-1.389234032048060044e+03 -1.203385202338320141e+03 -9.001747948820244005e+01
-1.393269766933415667e+03 -1.206389516406495204e+03 -8.814960595850158143e+01
-1.388141071181764573e+03 -1.206114716051587266e+03 -8.756390428794591685e+01
-1.383415266506929129e+03 -1.206110138897656270e+03 -8.899747285452303913e+01
-1.387971522999248009e+03 -1.205358991726636759e+03 -8.921470735102684557e+01
-1.395432546513215357e+03 -1.206536569309792867e+03 -8.979248903673996551e+01
-1.397110946500487898e+03 -1.204614579718617279e+03 -8.982218660593440518e+01
-1.402775990282831572e+03 -1.208084420549835613e+03 -9.071231232231085073e+01
-1.389604648637395258e+03 -1.211886730234196420e+03 -9.101901473410669041e+01
-1.377317933460159566e+03 -1.217756214327966063e+03 -9.216827449257453964e+01
-1.382899559788043689e+03 -1.212213361391086664e+03 -9.236460783834604626e+01
-1.400288989683811451e+03 -1.210522098846963672e+03 -9.205485385931791598e+01
-1.385106484412496229e+03 -1.213712782654550210e+03 -9.144146436304552594e+01
-1.376602944050593578e+03 -1.210406930703675243e+03 -9.092950355019263498e+01
-1.401031349158854255e+03 -1.210666502998471060e+03 -9.146145494823585409e+01
-1.397331416087234629e+03 -1.200281032030814231e+03 -9.050727149112321968e+01
-1.407066822395978761e+03 -1.203464896887511941e+03 -9.089276917681388568e+01
-1.401146560537439655e+03 -1.206401631334917511e+03 -9.083857491234118697e+01
-1.395330221539723425e+03 -1.203963697742460909e+03 -9.199260575507409499e+01
-1.409560639521986332e+03 -1.211403007341091552e+03 -9.360898366055445763e+01
-1.404295269794581145e+03 -1.206849053204861320e+03 -9.168476734647688886e+01
-1.375671229536372266e+03 -1.205949986669281543e+03 -9.169513269955945134e+01
-1.394173007730967356e+03 -1.205839258607440570e+03 -9.199592849295220276e+01
-1.408743503470908081e+03 -1.210348991073467460e+03 -9.130537482126925397e+01
-1.397646817878512138e+03 -1.212348291018956161e+03 -9.086125328066808038e+01
-1.412695288936744191e+03 -1.209285629141534173e+03 -9.146988065192837780e+01
-1.410291364405954027e+03 -1.208920952723952951e+03 -9.119115183823660686e+01
-1.415380775363179282e+03 -1.207562109218186606e+03 -9.075865856546178634e+01
-1.411985846012632464e+03 -1.210262196881117688e+03 -9.056685040320954272e+01
-1.427669700778815923e+03 -1.209976972221143569e+03 -9.056022875034645381e+01
-1.424398558598850286e+03 -1.207239698442466079e+03 -9.224230445442722726e+01
-1.421197714103104772e+03 -1.211110726238262941e+03 -9.236621593553843468e+01
-1.428807122147600921e+03 -1.208842128824017891e+03 -9.181001925755106186e+01
-1.431774626899286886e+03 -1.209885421411383049e+03 -9.240143340734712751e+01
-1.422192585266335527e+03 -1.208082226764613324e+03 -9.216280561847059971e+01
-1.416182464245040137e+03 -1.213828470246769029e+03 -9.365778381265099028e+01
-1.418977747523167409e+03 -1.202052070615239700e+03 -9.322299173008696016e+01
-1.397598539461182327e+03 -1.206376831803586356e+03 -9.379586125235681493e+01
-1.423615304606043537e+03 -1.201923250831506266e+03 -9.255291871529257719e+01
-1.428420925061366233e+03 -1.212001157694930725e+03 -9.221559266060270943e+01
-1.419866526949583431e+03 -1.210553542131116501e+03 -9.209665965008124999e+01
-1.429452173682656394e+03 -1.205646119350828030e+03 -9.110879226015123322e+01
-1.417446021490798103e+03 -1.214927401950771582e+03 -9.172046349643159147e+01
-1.425842105713022420e+03 -1.210942625548173964e+03 -9.175988890180181556e+01
-1.434863656534431129e+03 -1.201853379059156623e+03 -9.021489550963494253e+01
-1.414580697893418346e+03 -1.211403200670212300e+03 -8.990398829892080812e+01
-1.443448287176338454e+03 -1.208791096897482930e+03 -9.252432401605886980e+01
-1.432237985622873794e+03 -1.213726625364146003e+03 -9.213816617614870097e+01
-1.433613863689792652e+03 -1.207908541650269626e+03 -9.110490718889352024e+01
-1.413448495570303749e+03 -1.208521279111562080e+03 -9.159798577800921748e+01
-1.411611020834022383e+03 -1.207473782041803815e+03 -9.176580253750168481e+01
-1.405129238804117904e+03 -1.206684057837688670e+03 -9.316374279150861071e+01
-1.389168665723139384e+03 -1.207465628262720656e+03 -9.146392049015545922e+01
-1.392860987173392914e+03 -1.203711548676132225e+03 -9.278077769605093295e+01
-1.400138740044942779e+03 -1.202227354523146687e+03 -9.051487428924559708e+01
-1.393217226991274401e+03 -1.200836589893217706e+03 -9.097726885653221984e+01
-1.402975801873585169e+03 -1.201759262322369977e+03 -9.111986339309825667e+01
-1.408369699434271979e+03 -1.211430601570836416e+03 -9.279517690835311328e+01
-1.399869131877610016e+03 -1.210368224686926851e+03 -9.303431613713397041e+01
-1.391124535344067908e+03 -1.212378644960948350e+03 -9.206219660859551368e+01
-1.370746122213978879e+03 -1.216234033111589270e+03 -9.190910276452203220e+01
-1.392327183447396010e+03 -1.207855124675462548e+03 -9.144393740656880709e+01
-1.398535606728878065e+03 -1.205755939508685742e+03 -9.159410818196536752e+01
-1.382972334656815292e+03 -1.206914846950217679e+03 -9.291646777628039899e+01
-1.388786028185230862e+03 -1.210678238396096049e+03 -9.289148067166317446e+01
-1.395359529194202651e+03 -1.204935541054618625e+03 -9.272756623980757240e+01
-1.420875220170725925e+03 -1.207685550483584848e+03 -9.317431096444946093e+01
-1.416659009709830116e+03 -1.210273929286828889e+03 -9.194134649149518168e+01
-1.405916962551362076e+03 -1.204034244588161300e+03 -9.125474188184222157e+01
-1.393916812049064902e+03 -1.212195527769180217e+03 -9.209425547469822959e+01
-1.408511064345795603e+03 -1.201821828740341061e+03 -9.141643133612339511e+01
-1.409793242665244634e+03 -1.202573563067915529e+03 -9.106004167077787770e+01
-1.408425800558967012e+03 -1.207874868923673148e+03 -9.189745873539109766e+01
-1.388802861234126567e+03 -1.211116277949701271e+03 -9.174339620652037297e+01
-1.388984026592295322e+03 -1.209220128122840833e+03 -9.215541792145455702e+01
-1.403362929417034593e+03 -1.213389390858695151e+03 -9.134612655521991087e+01
-1.403495586747134666e+03 -1.208000061774881715e+03 -9.188416769581098720e+01
-1.393820799438590484e+03 -1.214656946764543363e+03 -9.237331421920495700e+01
-1.387396406262373375e+03 -1.208943672441354693e+03 -9.225712075734458040e+01
-1.391000026267576459e+03 -1.216422182833145598e+03 -9.258146501203552248e+01
