log.prior	log.likelihood	log.likelihood.test.set
-1.364867847942016397e+03 -1.209989517809271092e+03 -9.328163293682999324e+01
-1.373459845930930442e+03 -1.203207575424399465e+03 -9.102802411896388435e+01
-1.382153190051277534e+03 -1.203368653890707037e+03 -9.275473531738089150e+01
-1.379004460112487550e+03 -1.205399039202201266e+03 -9.183123049947488425e+01
-1.363131470166363215e+03 -1.201035332317675739e+03 -9.243241370663744760e+01
-1.362042747106609113e+03 -1.207216079535684230e+03 -9.324336587556402378e+01
-1.363334666996539909e+03 -1.206310504249083124e+03 -9.116757479524744667e+01
-1.360112278460891730e+03 -1.209008288707253541e+03 -9.053734552790615453e+01
-1.380703837168585096e+03 -1.205014786825925057e+03 -9.033035353083110408e+01
-1.366879577648333679e+03 -1.212863808770099240e+03 -9.163409725839076714e+01
-1.353306646973529041e+03 -1.218078146045602580e+03 -9.107900751573504294e+01
-1.361956939986576344e+03 -1.216212675205369806e+03 -9.069337531468980274e+01
-1.362482066088445208e+03 -1.214558263666874609e+03 -9.159424311471292413e+01
-1.359587636874905456e+03 -1.211394566293971366e+03 -9.170781377844718918e+01
-1.370906564465854444e+03 -1.210653804595500560e+03 -9.094668513986715652e+01
-1.365815586298901735e+03 -1.220161383923509220e+03 -9.267896263305021876e+01
-1.373473071732495782e+03 -1.211629012612874249e+03 -9.036789895484392332e+01
-1.406219318791606156e+03 -1.206506831805653974e+03 -9.047469986957591459e+01
-1.405711539880892360e+03 -1.206221272786660620e+03 -9.016572759832925499e+01
-1.393164736448964277e+03 -1.209270346818101871e+03 -8.998837132626385937e+01
-1.385127464650168122e+03 -1.215524987443686541e+03 -9.145552988283364471e+01
-1.404290347549889475e+03 -1.206726193729119132e+03 -9.157407657266190881e+01
-1.401637207616568730e+03 -1.207105332683628603e+03 -9.118676040692338347e+01
-1.409403106791555047e+03 -1.207494433233661994e+03 -9.102493478416897688e+01
-1.427687693860098079e+03 -1.202829175536036018e+03 -9.105033008917419579e+01
-1.407633360110850390e+03 -1.202141346145003126e+03 -9.090048532015310911e+01
-1.404343570086460431e+03 -1.216562220997655459e+03 -9.291028026720096022e+01
-1.432057622384315437e+03 -1.207597438986322913e+03 -9.192942650537699478e+01
-1.420513183564993142e+03 -1.215437517735575511e+03 -9.106085282414801441e+01
-1.414532596481870087e+03 -1.212059550123449299e+03 -9.027168431800240000e+01
-1.430268870867691703e+03 -1.206746021737286355e+03 -8.974238058514350769e+01
-1.434167431123425331e+03 -1.207566436623983918e+03 -8.989604174282501958e+01
-1.430918618995854104e+03 -1.204716936856810662e+03 -9.030709430188258580e+01
-1.420150655613791741e+03 -1.215083437796834005e+03 -8.966209669936378646e+01
-1.428404749002667359e+03 -1.212324495628976365e+03 -8.971997939157841984e+01
-1.421407184166227808e+03 -1.214389722613211461e+03 -9.097952628733560232e+01
-1.447064188152975930e+03 -1.215925650624314585e+03 -9.102833818756255368e+01
-1.460607691143775810e+03 -1.213407203325336013e+03 -9.119697586881753182e+01
-1.452077666101309887e+03 -1.204209703651777772e+03 -9.170090035154905195e+01
-1.422987632499136680e+03 -1.209615360396580172e+03 -9.207510784312756869e+01
-1.408363941680506287e+03 -1.216496731617676005e+03 -9.291951864174853881e+01
-1.411665396419432454e+03 -1.211440484682472743e+03 -9.217203382819832314e+01
-1.390803379518239581e+03 -1.211237983381308823e+03 -9.200110275865023368e+01
-1.396311083587122539e+03 -1.202539159092787941e+03 -9.092791637126777005e+01
-1.407022628479714058e+03 -1.210811182070317500e+03 -9.113253055698649518e+01
-1.408084754714019709e+03 -1.207704147957394071e+03 -9.129920724161561907e+01
-1.402306523343018625e+03 -1.208724850593242309e+03 -9.117210081577138681e+01
-1.414975980674337052e+03 -1.207145500869627085e+03 -9.140332484648951095e+01
-1.418177106469287537e+03 -1.213029396700692587e+03 -9.139449552652888542e+01
-1.430472916128788711e+03 -1.201158844569023586e+03 -9.140265756236158268e+01
-1.423826584011781279e+03 -1.203590833153344875e+03 -9.210697220362027338e+01
-1.405998754722902731e+03 -1.200701725595663447e+03 -9.214333986429323886e+01
-1.402402849498008891e+03 -1.212308216288342010e+03 -9.310331601977563309e+01
-1.402372276912278267e+03 -1.214975856873844123e+03 -9.320696668886861858e+01
-1.417460662369155216e+03 -1.207000233531504591e+03 -9.328045299768820087e+01
-1.412164453772727484e+03 -1.203554035185318753e+03 -9.311061991880433197e+01
-1.406942118429985157e+03 -1.204845397061746553e+03 -9.244552899537461599e+01
-1.411303116768131531e+03 -1.206471715284986885e+03 -9.312991104033454803e+01
-1.416044882387142934e+03 -1.210442658122854482e+03 -9.386606102523401773e+01
-1.407762457066811066e+03 -1.204270527084338255e+03 -9.360021957132610737e+01
-1.432411428262043273e+03 -1.209764572612136817e+03 -9.420365839403152108e+01
-1.421458075631774364e+03 -1.213539956789315056e+03 -9.244217523419570171e+01
-1.440070070252971163e+03 -1.206797528024325402e+03 -9.276834343292784979e+01
-1.442693852824741953e+03 -1.205130149207505838e+03 -9.243044086734235520e+01
-1.444321867895431978e+03 -1.205740649292726175e+03 -9.101206023083551599e+01
-1.448834432729139280e+03 -1.201714842654335143e+03 -9.138044037472309356e+01
-1.438543123155655621e+03 -1.201499140515070849e+03 -9.183522060694781430e+01
-1.436581965624075337e+03 -1.205170737366232061e+03 -9.183077751809454981e+01
-1.450070971640607922e+03 -1.206718890140214398e+03 -9.169410737339626394e+01
-1.441422944143328095e+03 -1.203956604545300252e+03 -9.142042348688670472e+01
-1.425332752472224684e+03 -1.207761551829059272e+03 -9.148662231385196719e+01
-1.415201611984237388e+03 -1.213389443236620991e+03 -9.250722943431438239e+01
-1.415069905704227267e+03 -1.204197258930926409e+03 -9.217440881833690014e+01
-1.416181888405885275e+03 -1.199174876031456733e+03 -9.158736230222780250e+01
-1.407360656946928430e+03 -1.200213870037608331e+03 -9.177992599123334116e+01
-1.426471988564071580e+03 -1.194830484767764801e+03 -9.095886486723554754e+01
-1.423323870364536560e+03 -1.205448098930158267e+03 -9.161953905004403964e+01
-1.429589931753205974e+03 -1.203736598484313845e+03 -9.226057698596815726e+01
-1.441370255348558430e+03 -1.198522997198919484e+03 -9.140421943516275860e+01
-1.431859061859274789e+03 -1.206521306479471605e+03 -9.145217633069319163e+01
-1.431782838487588151e+03 -1.203790399935111054e+03 -9.145709014793621350e+01
-1.403876979891809242e+03 -1.199451513030018987e+03 -9.139956213231789661e+01
-1.380594545656093942e+03 -1.205038142982851014e+03 -9.107367670201719534e+01
-1.357625036620286210e+03 -1.214152218200907782e+03 -9.039732914039808520e+01
-1.367002835032290477e+03 -1.217435217937623747e+03 -9.183057094050786873e+01
-1.370334507125809978e+03 -1.213618101555758585e+03 -9.090235382942910292e+01
-1.378452701971554916e+03 -1.207366730289758607e+03 -8.967926292604522587e+01
-1.391308321454921042e+03 -1.209434591763865683e+03 -8.994999740910171226e+01
-1.397679046574233325e+03 -1.203064972519396179e+03 -8.937926036628195448e+01
-1.391816179184135081e+03 -1.205946877992752889e+03 -9.046718470536623613e+01
-1.397515111784143983e+03 -1.201032528813507724e+03 -9.183059016122123808e+01
-1.399589310710141717e+03 -1.202262861880747550e+03 -9.158165366949847908e+01
-1.387606841512612846e+03 -1.198672278014322728e+03 -9.149820617814430079e+01
-1.392321277422952335e+03 -1.204857310269274876e+03 -9.162165935583740861e+01
-1.402666572502634835e+03 -1.199490603710632513e+03 -9.179209504786177831e+01
-1.395435130467135650e+03 -1.200994466599577436e+03 -9.223785233313682852e+01
-1.379622767263615970e+03 -1.204924411884893743e+03 -9.173951823890240576e+01
-1.386735585222473674e+03 -1.204844512822702200e+03 -9.159519156827877850e+01
-1.398016337988935902e+03 -1.205648367705503688e+03 -9.190763699555049016e+01
-1.399127437131122406e+03 -1.207864126991733883e+03 -9.089930048155073905e+01
-1.377394848762375204e+03 -1.209426142915391893e+03 -9.041277167081588573e+01
-1.391603546821311966e+03 -1.206878660914960165e+03 -9.080586500064643474e+01
-1.401168964760744529e+03 -1.212529968007496109e+03 -9.072204078202264554e+01
-1.414374935914983325e+03 -1.207883851662191773e+03 -9.166316284228781797e+01
-1.423413851072485613e+03 -1.207321712458909815e+03 -9.326679916675988125e+01
-1.404400825545216776e+03 -1.213382091611927081e+03 -9.323726688711107613e+01
-1.404435505540117447e+03 -1.205980976507118157e+03 -9.227940711015364172e+01
-1.414208883977385085e+03 -1.209397231609173332e+03 -9.181070466478109893e+01
-1.406455055649795440e+03 -1.213266473469072935e+03 -9.206262891907820745e+01
-1.395744360797156787e+03 -1.212452441988106102e+03 -9.203668853650631831e+01
-1.408980737359071782e+03 -1.207106695142092349e+03 -9.030343087897105647e+01
-1.410650915707018385e+03 -1.208742227871088289e+03 -9.079073509383226792e+01
-1.408577251810218968e+03 -1.208104699480164072e+03 -9.183653275885905032e+01
-1.413774899801927404e+03 -1.208226672546121335e+03 -9.362100435934686971e+01
-1.395105413579528658e+03 -1.209439617438373716e+03 -9.363223911621994944e+01
-1.385731623684518354e+03 -1.205923763402305212e+03 -9.162812503164650479e+01
-1.373692758204727625e+03 -1.210203398597485375e+03 -9.175844328781528247e+01
-1.370532574336768448e+03 -1.207940156346786807e+03 -9.062982309190931574e+01
-1.355231861328189780e+03 -1.212825563516036482e+03 -9.084623728534310771e+01
-1.356664278845451463e+03 -1.209324259996307546e+03 -9.080711553605468112e+01
-1.361301631056607675e+03 -1.208101883832079238e+03 -9.049721025552344145e+01
-1.373206573190495192e+03 -1.208373635223139217e+03 -9.094449179202001687e+01
-1.373129565704868355e+03 -1.205874908855583726e+03 -9.151866519474154416e+01
-1.363393338448227269e+03 -1.210512439680925581e+03 -9.058807401868432407e+01
-1.356494684417154076e+03 -1.212108417591476154e+03 -9.077283660821072431e+01
-1.370945075906780176e+03 -1.212516683936473100e+03 -9.201129332035716857e+01
-1.366008196860033422e+03 -1.218255972468890377e+03 -9.347574998517009703e+01
-1.369023094406414430e+03 -1.213622879802811212e+03 -9.319850479504907526e+01
-1.370062330115846180e+03 -1.209459835541429811e+03 -9.278911867490774057e+01
-1.379425147266108070e+03 -1.204086850794363727e+03 -9.271372967801153209e+01
-1.368495987748753578e+03 -1.210450963448234916e+03 -9.286678851390311706e+01
-1.378526837844944566e+03 -1.208071945827190120e+03 -9.329995616312726270e+01
-1.394160141756991152e+03 -1.204180229101740679e+03 -9.416140372215832599e+01
-1.410383839666837957e+03 -1.200519513454826665e+03 -9.326370770876323490e+01
-1.403442468850407295e+03 -1.203691028181382990e+03 -9.367640127873244182e+01
-1.397069549529308233e+03 -1.211251230846499084e+03 -9.504790924265171270e+01
-1.392674095564814479e+03 -1.208085508507388795e+03 -9.299454310618577324e+01
-1.386767664831843376e+03 -1.207976590827071277e+03 -9.176837552069301296e+01
-1.408881476830160182e+03 -1.199828849489492541e+03 -9.228618403719826802e+01
-1.406485390887969061e+03 -1.203045308789617820e+03 -9.219111346435070686e+01
-1.414471236882341373e+03 -1.200602223681696159e+03 -9.227381496507774727e+01
-1.418730609225565559e+03 -1.205190931027056649e+03 -9.238457178628542010e+01
-1.385723470949550574e+03 -1.207566995810292383e+03 -9.198788077710673861e+01
-1.386424519359909709e+03 -1.206613627463900684e+03 -9.089997543406676073e+01
-1.386033678340420920e+03 -1.203918500034356157e+03 -9.115945204560134130e+01
-1.393920028508926862e+03 -1.209966508310172685e+03 -9.064736772533998987e+01
-1.377873336102541543e+03 -1.207946084803420945e+03 -9.249812181289232171e+01
-1.386314635206783350e+03 -1.206537051390283523e+03 -9.174269362528900729e+01
-1.377188272430655616e+03 -1.204359345448919157e+03 -9.215817790425506928e+01
-1.374467296254100120e+03 -1.204336515799612016e+03 -9.060820087483878638e+01
-1.373324595699815063e+03 -1.205388153499626242e+03 -9.153855040568163304e+01
-1.369950137074435133e+03 -1.206134923350843565e+03 -9.212883884286216585e+01
-1.372946627840355177e+03 -1.211549003866575731e+03 -9.402252247289172260e+01
-1.366204950668653510e+03 -1.208456778972109760e+03 -9.136805975652626444e+01
-1.400191948007339079e+03 -1.206134924181336601e+03 -9.066172106463073987e+01
-1.398755379235996770e+03 -1.206971607955416630e+03 -9.020409419515496552e+01
-1.398456666618033523e+03 -1.205566778387595150e+03 -9.078862875072724137e+01
-1.409322793246685933e+03 -1.200185672847550450e+03 -9.049170896352498517e+01
-1.388771990322941747e+03 -1.207939514919679596e+03 -8.972741566078897790e+01
-1.416186644885455507e+03 -1.201264882244941418e+03 -9.061236724853441160e+01
-1.416439706648259289e+03 -1.201041968822105446e+03 -9.075998010345023204e+01
-1.419803874384357186e+03 -1.205020910054990054e+03 -9.097086942135052823e+01
-1.404776184692148718e+03 -1.201347900896621013e+03 -9.128742209870404167e+01
-1.403663689015702857e+03 -1.196268713074608058e+03 -9.098437403291700321e+01
-1.395150110896086517e+03 -1.201078726127465416e+03 -9.111181979227470151e+01
-1.406342411657226876e+03 -1.204919651626972154e+03 -9.225902818362064295e+01
-1.393446852176272841e+03 -1.202782944160467423e+03 -9.154383227548825630e+01
-1.392003485917882244e+03 -1.202267776023465558e+03 -9.124325382216682101e+01
-1.399275792447022695e+03 -1.197209260490629049e+03 -9.186115190408506237e+01
-1.391528294192808289e+03 -1.201535085562227778e+03 -9.165710806929985210e+01
-1.386021053491306475e+03 -1.204252754572221875e+03 -9.461752484949471409e+01
-1.381684541461965182e+03 -1.210310252085990669e+03 -9.290559090017052313e+01
-1.390010225366088434e+03 -1.208549837402627873e+03 -9.217234771234447521e+01
-1.394931071540734365e+03 -1.204648575163804708e+03 -9.327511491957679368e+01
-1.388997457156407108e+03 -1.201493222495210375e+03 -9.388755964014981714e+01
-1.391762596592833916e+03 -1.203706985422128810e+03 -9.208855622876021130e+01
-1.397898096767712786e+03 -1.204361097033394344e+03 -9.264278267666801980e+01
-1.411494149684917602e+03 -1.202281514817838797e+03 -9.269136108917285810e+01
-1.406226519226122718e+03 -1.198132271760048752e+03 -9.303224548083042578e+01
-1.410117666559486224e+03 -1.200281013240453149e+03 -9.340900853851994157e+01
-1.417714999450299047e+03 -1.206043076209122091e+03 -9.155803265505616650e+01
-1.427690925827674164e+03 -1.199786664470128244e+03 -9.148624063817459273e+01
-1.432637228264362193e+03 -1.199411282565311694e+03 -9.341789528885811933e+01
-1.418764059507481534e+03 -1.199980203812002856e+03 -9.281193450528166977e+01
-1.417709979524232494e+03 -1.199021711491966926e+03 -9.283425717484735173e+01
-1.399592611729616237e+03 -1.197151189131821411e+03 -9.420055700551264977e+01
-1.407146329092968699e+03 -1.197270755322867444e+03 -9.408358117121690611e+01
-1.417546975620022749e+03 -1.200704917380121287e+03 -9.302939795020398606e+01
-1.412665661184543524e+03 -1.205502702728057557e+03 -9.409085785703700822e+01
-1.413569308347286551e+03 -1.212754546715084416e+03 -9.358706273856753910e+01
-1.427810454687067249e+03 -1.214294795799286703e+03 -9.438544927740869639e+01
-1.429700183424770785e+03 -1.207754114242210335e+03 -9.316959513264509951e+01
-1.432611060213191877e+03 -1.219511787041133175e+03 -9.270560139404082634e+01
-1.425727291423983388e+03 -1.212030490852975390e+03 -9.302211146971976063e+01
-1.419124159767213087e+03 -1.207750792014811850e+03 -9.227368608454739274e+01
-1.411718027180090075e+03 -1.202919620279143828e+03 -9.270351592974031973e+01
-1.420292474447381665e+03 -1.201431618070333116e+03 -9.195155673825232157e+01
-1.415457209325747272e+03 -1.217704241543360695e+03 -9.156987136346648981e+01
-1.422241091407347312e+03 -1.214217885281403369e+03 -9.191012358613411948e+01
-1.411214289464492140e+03 -1.208881061109635311e+03 -9.253326246681402267e+01
-1.428294201446919942e+03 -1.207009192788005066e+03 -9.245647162252097928e+01
-1.417385386689680900e+03 -1.205210036803086041e+03 -9.169995534879910792e+01
-1.419955797238746754e+03 -1.200549476630791105e+03 -9.200516640703449411e+01
-1.419506127396938609e+03 -1.204543913534115745e+03 -9.182611940740392242e+01
-1.418138038388516179e+03 -1.207538296426596617e+03 -9.145965109129213033e+01
-1.421188216621450920e+03 -1.213685150334607670e+03 -9.233195254764191873e+01
-1.428120264013911310e+03 -1.215632452773391151e+03 -9.361736520598731204e+01
-1.419904591152308285e+03 -1.213153828300132773e+03 -9.317875560261987289e+01
-1.412967981956990116e+03 -1.212954533845245123e+03 -9.210423240173381032e+01
-1.425452648570762676e+03 -1.208033267363980485e+03 -9.209020774500802986e+01
-1.427303713218180292e+03 -1.198411134125349236e+03 -9.168122123490249464e+01
-1.429202205060079450e+03 -1.198957754585559996e+03 -9.282371925853391303e+01
-1.419645755246705903e+03 -1.198737742452967041e+03 -9.154043771491876669e+01
-1.418671879395415090e+03 -1.200014707307397657e+03 -9.077150915045052670e+01
-1.422957386235244712e+03 -1.208950375479605100e+03 -9.065154771316076676e+01
-1.427100619611501997e+03 -1.208518300691134073e+03 -9.035427571658422607e+01
-1.426302538072735388e+03 -1.205554528680200519e+03 -9.096771015789420289e+01
-1.429828837533455953e+03 -1.203146330908167329e+03 -9.122506026416726854e+01
-1.418651075662220137e+03 -1.204102871109536864e+03 -9.026690903357655316e+01
-1.397035809806287716e+03 -1.201881156768577966e+03 -9.121100044943401031e+01
-1.408829319969219569e+03 -1.204707086642786180e+03 -9.111503013105544824e+01
-1.392595265154285471e+03 -1.209040041019070259e+03 -9.077082583337588062e+01
-1.380354962876389891e+03 -1.211971577647966797e+03 -9.176810661811455816e+01
-1.377715932722343268e+03 -1.213048440506586303e+03 -9.212764749910982687e+01
-1.380586194618319269e+03 -1.205565967792204447e+03 -9.100502166035892060e+01
-1.386793186648241090e+03 -1.210680751140908569e+03 -9.035221497345432340e+01
-1.384455841880065918e+03 -1.215295196829081533e+03 -9.057385987203187483e+01
-1.393883010515686919e+03 -1.212057354516728992e+03 -9.099895228254325730e+01
-1.370302066451422206e+03 -1.208265506809191493e+03 -9.098599092871185690e+01
-1.392538258518634620e+03 -1.204090964627992662e+03 -9.136769956330215336e+01
-1.376505724572304416e+03 -1.208046071582126842e+03 -9.114022150418443857e+01
-1.376569784388833114e+03 -1.210102533264742988e+03 -9.144442742470531016e+01
-1.387065941930448389e+03 -1.209990801119974321e+03 -9.207892568104489328e+01
-1.405733272059112323e+03 -1.208625929670254664e+03 -9.069416837082806637e+01
-1.402604247688308078e+03 -1.210458023187745312e+03 -9.251249526907778886e+01
-1.401501861243534222e+03 -1.202816383742812604e+03 -9.116652087063951626e+01
-1.381391632976934034e+03 -1.204255086728075639e+03 -9.142732762417583103e+01
-1.376838962375450592e+03 -1.209449774976649906e+03 -9.182540148172776640e+01
-1.372466708833763960e+03 -1.207649226369152757e+03 -9.051779797673108874e+01
-1.381750261496478743e+03 -1.206542392350203727e+03 -9.159671377346435861e+01
-1.386882300414785050e+03 -1.206866254868958549e+03 -9.217394051815043099e+01
-1.381529713943973320e+03 -1.202152693510427298e+03 -9.166504830173872165e+01
-1.380171312663401750e+03 -1.205000830741328627e+03 -9.223178178627105694e+01
-1.374957775822500935e+03 -1.206135843951182324e+03 -9.237668673161186916e+01
-1.369795595233268841e+03 -1.206403667346067323e+03 -9.142991591425175102e+01
-1.373852272910162583e+03 -1.196894702835092176e+03 -9.139386271023707309e+01
-1.380861951580172445e+03 -1.195954990604116119e+03 -9.151046279503773917e+01
-1.389153364097906888e+03 -1.198858570998767846e+03 -9.089528471235618667e+01
-1.390797339406331275e+03 -1.194090681105999010e+03 -9.061000948388979737e+01
-1.393162142091631495e+03 -1.201329737007380572e+03 -9.155196642109498839e+01
-1.394474671591680135e+03 -1.204382896564966586e+03 -9.205359870666268307e+01
-1.392578619564673318e+03 -1.203520219293000764e+03 -9.121063520283655635e+01
-1.392133189954737418e+03 -1.200990632003221890e+03 -9.163368468381270304e+01
-1.388026437950345326e+03 -1.199542317135803842e+03 -9.033168272033142898e+01
-1.379176002725904709e+03 -1.208153616449802257e+03 -9.076098859070589242e+01
-1.377086133782835077e+03 -1.211657134761912175e+03 -9.153761386444179493e+01
-1.384177019057894086e+03 -1.209773365200275066e+03 -9.236753445326166911e+01
-1.376061433167682026e+03 -1.207627700937125837e+03 -9.208604112076210413e+01
-1.388678791136262817e+03 -1.203725648181404495e+03 -9.190143413650184812e+01
-1.377120026063836804e+03 -1.207611388700603811e+03 -9.192930790019664755e+01
-1.392377765871390693e+03 -1.199673164910662990e+03 -9.137764429716457926e+01
-1.404417566234998276e+03 -1.196065868860585624e+03 -8.980865114300110008e+01
-1.410785442289900857e+03 -1.193423378998857743e+03 -9.105122035710220985e+01
-1.404510467632640712e+03 -1.193961814929987895e+03 -9.076601474017112992e+01
-1.402666853863761389e+03 -1.193644167522302723e+03 -9.022727658224033576e+01
-1.376599209376934141e+03 -1.203867721847862413e+03 -9.191725677100922098e+01
-1.384095895830969084e+03 -1.209607629855271853e+03 -8.973009315333271729e+01
-1.400204573730091624e+03 -1.204760010604376703e+03 -9.022157859828877235e+01
-1.406744993573341617e+03 -1.203572271065999757e+03 -8.979993888411030412e+01
-1.424691017312244412e+03 -1.205161748136303913e+03 -8.954042642101214255e+01
-1.413875260997422174e+03 -1.207344802057860306e+03 -9.027318198380598346e+01
-1.411032785772426223e+03 -1.203909160061270541e+03 -9.068318236616070749e+01
-1.398594222230933838e+03 -1.211509161764398186e+03 -9.171810223885989899e+01
-1.398603016052592466e+03 -1.201127571925574557e+03 -9.011526135411017435e+01
-1.394303358997776741e+03 -1.203008386409961076e+03 -9.119947690274153729e+01
-1.384317688567518417e+03 -1.214564369621201649e+03 -9.057958691061477907e+01
-1.391709124418140391e+03 -1.210279485654285054e+03 -9.048142231641790545e+01
-1.402866565624974783e+03 -1.215671104144084438e+03 -9.016635453877000828e+01
-1.410510073646134288e+03 -1.206812793531639727e+03 -9.056462273090909321e+01
-1.422544216481632475e+03 -1.203733560649510309e+03 -9.119859436461925384e+01
-1.415567462617640103e+03 -1.209661493691357691e+03 -9.201602295645892582e+01
-1.413350843231549561e+03 -1.208957012689437079e+03 -9.162953927792409559e+01
-1.415108083130598516e+03 -1.209555591354175249e+03 -9.060431582284823548e+01
-1.406246406880894710e+03 -1.210246528978540937e+03 -9.045898623222453239e+01
-1.429101947237985087e+03 -1.205254331489239121e+03 -9.003908168065899531e+01
-1.424631716771161791e+03 -1.201006746394089078e+03 -9.063894905223321530e+01
-1.415590751715935767e+03 -1.204830084338275356e+03 -9.157275624866360886e+01
-1.410993881449235460e+03 -1.203992230529679546e+03 -9.064026605250322177e+01
-1.407274909069173873e+03 -1.203673442164603330e+03 -9.018519063143193648e+01
-1.395159645743615329e+03 -1.203859484140827590e+03 -8.950994223614176803e+01
-1.398999904834495055e+03 -1.203559551959540840e+03 -9.044114864523490382e+01
-1.411919035759035523e+03 -1.211082134011018752e+03 -9.032110222667230914e+01
-1.438857601816389433e+03 -1.208763156041266029e+03 -9.122420026593255216e+01
-1.440085927802366541e+03 -1.206514443947496147e+03 -9.066734726339788608e+01
-1.437630592240220267e+03 -1.204015030337031021e+03 -9.150019924757305034e+01
-1.433992224097778717e+03 -1.207263670005983386e+03 -9.184870732586753661e+01
-1.447012718526605113e+03 -1.204383394910956895e+03 -9.314099392053955739e+01
-1.450255961026945670e+03 -1.204257686172290278e+03 -9.278354969174878875e+01
-1.458358462184274458e+03 -1.206859449163196814e+03 -9.270531009015405743e+01
-1.440411803855622793e+03 -1.201922912183624703e+03 -9.317940558273178908e+01
-1.429944719972590519e+03 -1.203625459745937405e+03 -9.242111400211703653e+01
-1.427372383342214107e+03 -1.211129214473870434e+03 -9.399412302966504740e+01
-1.428976737354013949e+03 -1.215552122603832231e+03 -9.321400399493296618e+01
-1.435177867720344921e+03 -1.207935390005063709e+03 -9.262898161692629628e+01
-1.450754225749279158e+03 -1.213809334491353184e+03 -9.230112866517254133e+01
-1.437088496260623288e+03 -1.211527928926547702e+03 -9.241632545978674784e+01
-1.427225670533862740e+03 -1.217959507206786839e+03 -9.464716759532100809e+01
-1.426563650278663545e+03 -1.211895125331811414e+03 -9.264763470329330630e+01
-1.414054561923590427e+03 -1.211951100603177110e+03 -9.199051482119622847e+01
-1.406737320241944644e+03 -1.220986608558494481e+03 -9.245085884013190025e+01
-1.401547999455886838e+03 -1.218532685515808907e+03 -9.123059724705444751e+01
-1.409127356855155540e+03 -1.216933830238512428e+03 -9.296897169965095031e+01
-1.397944436979116063e+03 -1.218974447342300664e+03 -9.333471278861654241e+01
-1.414233262528496880e+03 -1.212456531652784406e+03 -9.142374805550525707e+01
-1.423092558279895229e+03 -1.204026854150891722e+03 -9.182587993567020135e+01
-1.409569476310997061e+03 -1.208821445644789947e+03 -9.216074110855242907e+01
-1.410866373940393260e+03 -1.204348183954229398e+03 -9.365315417812158216e+01
-1.402380530286800649e+03 -1.210029412171870945e+03 -9.075046094917138362e+01
-1.407770216143611833e+03 -1.206076177445034546e+03 -9.079904110327228750e+01
-1.409339071588288789e+03 -1.202467007492197126e+03 -9.243881793881868703e+01
-1.398287928084514306e+03 -1.208981269257898475e+03 -9.136577946819167551e+01
-1.396533073122661790e+03 -1.211966929373876155e+03 -9.098091537597733236e+01
-1.405715548077057747e+03 -1.212474408448009854e+03 -9.088954971723447329e+01
-1.406184799930452300e+03 -1.204739727371450499e+03 -9.111507116389364569e+01
-1.409685489725990465e+03 -1.204873404757075377e+03 -9.041526150644230597e+01
-1.403396158744184504e+03 -1.203315802389273813e+03 -9.029389321943082791e+01
-1.392424767662022532e+03 -1.203069183285190775e+03 -9.096727225572823272e+01
-1.380207457468128723e+03 -1.204707388031005848e+03 -9.107886578309592096e+01
-1.384438364669002567e+03 -1.205803855980739399e+03 -9.148544874266474380e+01
-1.379349388049958407e+03 -1.204987743178702885e+03 -9.232127848385718494e+01
-1.383813107240074487e+03 -1.203474262558482906e+03 -9.219226375180542732e+01
-1.395143553195311142e+03 -1.201675374913370433e+03 -9.079635556400842233e+01
-1.371658333284577793e+03 -1.203806383662726603e+03 -9.175991696449310098e+01
-1.378777974682253216e+03 -1.201397384242692851e+03 -9.104094085642111622e+01
-1.386839533103604481e+03 -1.199157293363346071e+03 -9.166953409026052668e+01
-1.366625967781343206e+03 -1.211813523418242085e+03 -9.182978286613760588e+01
-1.371694230362751796e+03 -1.212848361020842276e+03 -9.139239992889875452e+01
-1.367698903875710130e+03 -1.207677282232407833e+03 -9.126885364099450726e+01
-1.351612216467696953e+03 -1.204898712683993836e+03 -9.150805019550583097e+01
-1.351893874877551298e+03 -1.203918999608603599e+03 -9.237817312001322989e+01
-1.357430747516712472e+03 -1.209608204689323884e+03 -9.268810514592337313e+01
-1.355891186918462154e+03 -1.203669077921122152e+03 -9.202591352912156708e+01
-1.350418811056325239e+03 -1.203828085056841473e+03 -9.248647710265544220e+01
-1.346067552903720070e+03 -1.207589858802155959e+03 -9.262002177263386216e+01
-1.361787813199072161e+03 -1.198977959613705025e+03 -9.178759596588017189e+01
-1.346780523900720709e+03 -1.203355095827576179e+03 -9.144750418991500851e+01
-1.337303183181792065e+03 -1.210641361628800723e+03 -9.131319806330697020e+01
-1.322266137278397537e+03 -1.213110566132693066e+03 -9.145382609861147216e+01
-1.319089263729434151e+03 -1.206748231011534926e+03 -9.218483278994889929e+01
-1.323591499319814375e+03 -1.210550471687968866e+03 -9.089377896015020042e+01
-1.306851077893073807e+03 -1.211247382295282478e+03 -9.236929826017578193e+01
-1.307983494150134675e+03 -1.208096254235914785e+03 -9.086402749201610618e+01
-1.335975723801936965e+03 -1.203047482765835866e+03 -9.046625472258367040e+01
-1.337540659395786406e+03 -1.203322693424887348e+03 -9.131990749887597758e+01
-1.351353650199345566e+03 -1.213319771191934024e+03 -9.240062532712821053e+01
-1.342907007521697096e+03 -1.212242450066175024e+03 -9.283929551432157723e+01
-1.348970623143379726e+03 -1.219605984800306260e+03 -9.399743184702069243e+01
-1.345895808714375335e+03 -1.219324807797810081e+03 -9.658585610301892643e+01
